,T_ext,T_int,Ts_ext,Ts_int,q_ext,q_int
156600,289.321,298.15,291.53,298.653,-35.3553,0
156600,289.321,298.15,291.53,298.653,-35.3553,0
156660,289.378,298.317,291.517,298.813,-35.0455,1.5
156720,289.436,298.483,291.504,298.973,-34.7329,3
156780,289.495,298.65,291.492,299.133,-34.4177,4.5
156840,289.555,298.817,291.48,299.294,-34.0999,6
156900,289.616,298.983,291.468,299.454,-33.7795,7.5
156960,289.679,299.15,291.457,299.615,-33.4565,9
157020,289.742,299.317,291.446,299.775,-33.131,10.5
157080,289.806,299.483,291.435,299.936,-32.803,12
157140,289.872,299.65,291.424,300.097,-32.4724,13.5
157200,289.938,299.817,291.414,300.259,-32.1394,15
157200,289.938,299.817,291.414,300.259,-32.1394,15
157200,289.938,299.817,291.414,300.259,-32.1394,15
157260,290.005,299.983,291.405,300.42,-31.8039,15
157320,290.074,300.15,291.395,300.581,-31.466,15
157380,290.143,300.317,291.386,300.743,-31.1257,15
157440,290.213,300.483,291.378,300.904,-30.7831,15
157500,290.284,300.65,291.369,301.065,-30.4381,15
157560,290.356,300.817,291.361,301.226,-30.0908,15
157620,290.429,300.983,291.354,301.388,-29.7411,15
157680,290.503,301.15,291.347,301.549,-29.3893,15
157740,290.577,301.317,291.34,301.71,-29.0351,15
157800,290.652,301.483,291.333,301.872,-28.6788,15
157860,290.728,301.65,291.327,302.033,-28.3203,15
157920,290.805,301.817,291.321,302.194,-27.9596,15
157980,290.882,301.983,291.316,302.356,-27.5968,15
158040,290.96,302.15,291.311,302.517,-27.232,15
158100,291.039,302.317,291.306,302.678,-26.865,15
158160,291.119,302.483,291.302,302.84,-26.496,15
158220,291.199,302.65,291.298,303.001,-26.1249,15
158280,291.279,302.817,291.294,303.162,-25.7519,15
158340,291.361,302.983,291.291,303.324,-25.3769,15
158400,291.442,303.15,291.288,303.485,-25,15
158400,291.442,293.15,291.288,293.847,-25,15
158460,291.525,293.317,291.286,294.008,-24.6212,15
158520,291.607,293.483,291.284,294.169,-24.2405,15
158580,291.691,293.65,291.282,294.33,-23.8579,15
158640,291.774,293.817,291.281,294.491,-23.4736,15
158700,291.858,293.983,291.28,294.652,-23.0874,15
158760,291.943,294.15,291.279,294.813,-22.6995,15
158820,292.028,294.317,291.279,294.974,-22.3099,15
158880,292.113,294.483,291.279,295.135,-21.9186,15
158940,292.199,294.65,291.279,295.296,-21.5256,15
159000,292.284,294.817,291.28,295.458,-21.1309,15
159060,292.37,294.983,291.282,295.619,-20.7347,15
159120,292.457,295.15,291.283,295.78,-20.3368,15
159180,292.543,295.317,291.285,295.941,-19.9375,15
159240,292.63,295.483,291.288,296.102,-19.5366,15
159300,292.717,295.65,291.291,296.263,-19.1342,15
159360,292.804,295.817,291.294,296.424,-18.7303,15
159420,292.891,295.983,291.297,296.585,-18.3251,15
159480,292.978,296.15,291.301,296.747,-17.9184,15
159540,293.065,296.317,291.305,296.908,-17.5104,15
159600,293.153,296.483,291.31,297.069,-17.101,15
159660,293.24,296.65,291.315,297.23,-16.6903,15
159720,293.327,296.817,291.32,297.391,-16.2784,15
159780,293.414,296.983,291.326,297.552,-15.8652,15
159840,293.501,297.15,291.332,297.713,-15.4508,15
159900,293.588,297.317,291.339,297.875,-15.0353,15
159960,293.675,297.483,291.345,298.036,-14.6186,15
160020,293.762,297.65,291.353,298.197,-14.2008,15
160080,293.848,297.817,291.36,298.358,-13.7819,15
160140,293.935,297.983,291.368,298.519,-13.3619,15
160200,294.021,298.15,291.376,298.681,-12.941,15
160260,294.107,298.317,291.385,298.842,-12.519,15
160320,294.192,298.483,291.394,299.003,-12.0961,15
160380,294.277,298.65,291.403,299.164,-11.6723,15
160440,294.362,298.817,291.413,299.325,-11.2476,15
160500,294.447,298.983,291.423,299.487,-10.822,15
160560,294.531,299.15,291.433,299.648,-10.3956,15
160620,294.614,299.317,291.443,299.809,-9.9684,15
160680,294.698,299.483,291.454,299.97,-9.54045,15
160740,294.78,299.65,291.466,300.131,-9.11178,15
160800,294.863,299.817,291.477,300.293,-8.68241,15
160800,294.863,299.817,291.477,300.293,-8.68241,15
160800,294.863,299.817,291.477,300.293,-8.68241,15
160860,294.944,299.983,291.489,300.454,-8.25238,12
160920,295.025,300.15,291.502,300.614,-7.82172,9
160980,295.106,300.317,291.514,300.775,-7.39047,6
161040,295.186,300.483,291.527,300.935,-6.95866,3
161100,295.265,300.65,291.54,301.095,-6.52631,0
161100,295.265,300.65,291.54,301.095,-6.52631,-8.06E-07
161100,295.265,300.65,291.54,301.095,-6.52631,0
161160,295.344,300.817,291.554,301.255,-6.09347,0
161220,295.422,300.983,291.568,301.415,-5.66016,0
161280,295.5,301.15,291.582,301.574,-5.22642,0
161340,295.576,301.317,291.596,301.734,-4.79229,0
161400,295.652,301.483,291.611,301.894,-4.35779,0
161460,295.727,301.65,291.626,302.054,-3.92295,0
161520,295.802,301.817,291.642,302.214,-3.48782,0
161580,295.875,301.983,291.657,302.373,-3.05243,0
161640,295.948,302.15,291.673,302.533,-2.6168,0
161700,296.02,302.317,291.689,302.693,-2.18097,0
161760,296.091,302.483,291.706,302.853,-1.74497,0
161820,296.161,302.65,291.722,303.013,-1.30885,0
161880,296.23,302.817,291.739,303.172,-0.87262,0
161940,296.299,302.983,291.757,303.332,-0.436327,0
162000,296.366,303.15,291.774,303.492,4.29E-14,0
162000,296.366,293.15,291.774,293.854,4.29E-14,0
162060,296.432,293.317,291.792,294.013,0.436327,1.5
162120,296.498,293.483,291.81,294.173,0.87262,3
162180,296.562,293.65,291.828,294.333,1.30885,4.5
162240,296.625,293.817,291.846,294.493,1.74497,6
162300,296.687,293.983,291.865,294.653,2.18097,7.5
162360,296.749,294.15,291.884,294.814,2.6168,9
162420,296.809,294.317,291.903,294.974,3.05243,10.5
162480,296.867,294.483,291.923,295.135,3.48782,12
162540,296.925,294.65,291.942,295.296,3.92295,13.5
162600,296.982,294.817,291.962,295.457,4.35779,15
162600,296.982,294.817,291.962,295.457,4.35779,15
162600,296.982,294.817,291.962,295.457,4.35779,15
162660,297.037,294.983,291.982,295.618,4.79229,15
162720,297.092,295.15,292.002,295.779,5.22642,15
162780,297.145,295.317,292.022,295.94,5.66016,15
162840,297.197,295.483,292.043,296.101,6.09347,15
162900,297.247,295.65,292.064,296.262,6.52631,15
162960,297.297,295.817,292.085,296.424,6.95866,15
163020,297.345,295.983,292.106,296.585,7.39047,15
163080,297.392,296.15,292.127,296.746,7.82172,15
163140,297.437,296.317,292.148,296.907,8.25238,15
163200,297.481,296.483,292.17,297.068,8.68241,15
163260,297.524,296.65,292.192,297.229,9.11178,15
163320,297.566,296.817,292.213,297.39,9.54045,15
163380,297.606,296.983,292.235,297.552,9.9684,15
163440,297.645,297.15,292.257,297.713,10.3956,15
163500,297.683,297.317,292.28,297.874,10.822,15
163560,297.719,297.483,292.302,298.035,11.2476,15
163620,297.754,297.65,292.325,298.196,11.6723,15
163680,297.787,297.817,292.347,298.357,12.0961,15
163740,297.819,297.983,292.37,298.519,12.519,15
163800,297.849,298.15,292.393,298.68,12.941,15
163860,297.878,298.317,292.416,298.841,13.3619,15
163920,297.906,298.483,292.439,299.002,13.7819,15
163980,297.932,298.65,292.462,299.163,14.2008,15
164040,297.957,298.817,292.485,299.325,14.6186,15
164100,297.98,298.983,292.508,299.486,15.0353,15
164160,298.002,299.15,292.532,299.647,15.4508,15
164220,298.022,299.317,292.555,299.808,15.8652,15
164280,298.041,299.483,292.578,299.969,16.2784,15
164340,298.059,299.65,292.602,300.131,16.6903,15
164400,298.074,299.817,292.625,300.292,17.101,15
164460,298.089,299.983,292.649,300.453,17.5104,15
164520,298.102,300.15,292.673,300.614,17.9184,15
164580,298.113,300.317,292.696,300.776,18.3251,15
164640,298.123,300.483,292.72,300.937,18.7303,15
164700,298.131,300.65,292.744,301.098,19.1342,15
164760,298.138,300.817,292.767,301.259,19.5366,15
164820,298.143,300.983,292.791,301.421,19.9375,15
164880,298.147,301.15,292.815,301.582,20.3368,15
164940,298.149,301.317,292.839,301.743,20.7347,15
165000,298.15,301.483,292.862,301.904,21.1309,15
165060,298.149,301.65,292.886,302.066,21.5256,15
165120,298.147,301.817,292.91,302.227,21.9186,15
165180,298.143,301.983,292.933,302.388,22.3099,15
165240,298.138,302.15,292.957,302.55,22.6995,15
165300,298.131,302.317,292.98,302.711,23.0874,15
165360,298.122,302.483,293.004,302.872,23.4736,15
165420,298.112,302.65,293.027,303.033,23.8579,15
165480,298.101,302.817,293.051,303.195,24.2405,15
165540,298.088,302.983,293.074,303.356,24.6212,15
165600,298.074,303.15,293.097,303.517,25,15
165600,298.074,293.15,293.097,293.879,25,15
165660,298.058,293.317,293.121,294.04,25.3769,15
165720,298.04,293.483,293.144,294.201,25.7519,15
165780,298.021,293.65,293.167,294.362,26.1249,15
165840,298.001,293.817,293.19,294.523,26.496,15
165900,297.979,293.983,293.213,294.684,26.865,15
165960,297.956,294.15,293.235,294.845,27.232,15
166020,297.931,294.317,293.258,295.006,27.5968,15
166080,297.904,294.483,293.281,295.167,27.9596,15
166140,297.877,294.65,293.303,295.328,28.3203,15
166200,297.848,294.817,293.325,295.489,28.6788,15
166200,297.848,294.817,293.325,295.489,28.6788,15
166200,297.848,294.817,293.325,295.489,28.6788,15
166260,297.817,294.983,293.348,295.65,29.0351,12
166320,297.785,295.15,293.37,295.811,29.3893,9
166380,297.752,295.317,293.392,295.971,29.7411,6
166440,297.717,295.483,293.413,296.131,30.0908,3
166500,297.68,295.65,293.435,296.291,30.4381,0
166500,297.68,295.65,293.435,296.291,30.4381,-8.33E-07
166500,297.68,295.65,293.435,296.291,30.4381,0
166560,297.643,295.817,293.457,296.45,30.7831,0
166620,297.604,295.983,293.478,296.61,31.1257,0
166680,297.564,296.15,293.499,296.769,31.466,0
166740,297.522,296.317,293.52,296.929,31.8039,0
166800,297.479,296.483,293.541,297.089,32.1394,0
166860,297.434,296.65,293.562,297.248,32.4724,0
166920,297.389,296.817,293.583,297.408,32.803,0
166980,297.342,296.983,293.603,297.568,33.131,0
167040,297.294,297.15,293.623,297.727,33.4565,0
167100,297.244,297.317,293.643,297.887,33.7795,0
167160,297.194,297.483,293.663,298.046,34.0999,0
167220,297.142,297.65,293.682,298.206,34.4177,0
167280,297.088,297.817,293.702,298.366,34.7329,0
167340,297.034,297.983,293.721,298.525,35.0455,0
167400,296.979,298.15,293.74,298.685,35.3553,0
167400,296.979,298.15,293.74,298.685,35.3553,0
167460,296.922,298.317,293.759,298.845,35.6625,1.5
167520,296.864,298.483,293.778,299.005,35.967,3
167580,296.805,298.65,293.796,299.165,36.2687,4.5
167640,296.745,298.817,293.814,299.325,36.5677,6
167700,296.684,298.983,293.832,299.485,36.8639,7.5
167760,296.621,299.15,293.85,299.646,37.1572,9
167820,296.558,299.317,293.867,299.807,37.4478,10.5
167880,296.494,299.483,293.884,299.968,37.7355,12
167940,296.428,299.65,293.901,300.129,38.0203,13.5
168000,296.362,299.817,293.918,300.29,38.3022,15
168000,296.362,299.817,293.918,300.29,38.3022,15
168000,296.362,299.817,293.918,300.29,38.3022,15
168060,296.295,299.983,293.935,300.451,38.5812,15
168120,296.226,300.15,293.951,300.612,38.8573,15
168180,296.157,300.317,293.967,300.773,39.1304,15
168240,296.087,300.483,293.983,300.935,39.4005,15
168300,296.016,300.65,293.998,301.096,39.6677,15
168360,295.944,300.817,294.014,301.257,39.9318,15
168420,295.871,300.983,294.029,301.418,40.1928,15
168480,295.797,301.15,294.043,301.58,40.4508,15
168540,295.723,301.317,294.058,301.741,40.7058,15
168600,295.648,301.483,294.072,301.902,40.9576,15
168660,295.572,301.65,294.086,302.064,41.2063,15
168720,295.495,301.817,294.1,302.225,41.4519,15
168780,295.418,301.983,294.113,302.386,41.6943,15
168840,295.34,302.15,294.126,302.547,41.9335,15
168900,295.261,302.317,294.139,302.709,42.1696,15
168960,295.181,302.483,294.151,302.87,42.4024,15
169020,295.101,302.65,294.164,303.031,42.632,15
169080,295.021,302.817,294.176,303.193,42.8584,15
169140,294.939,302.983,294.187,303.354,43.0815,15
169200,294.858,303.15,294.199,303.515,43.3013,15
169200,294.858,293.15,294.199,293.877,43.3013,15
169260,294.775,293.317,294.21,294.038,43.5178,15
169320,294.693,293.483,294.221,294.199,43.731,15
169380,294.609,293.65,294.231,294.36,43.9409,15
169440,294.526,293.817,294.242,294.521,44.1474,15
169500,294.442,293.983,294.252,294.682,44.3505,15
169560,294.357,294.15,294.261,294.843,44.5503,15
169620,294.272,294.317,294.271,295.004,44.7467,15
169680,294.187,294.483,294.28,295.165,44.9397,15
169740,294.101,294.65,294.289,295.326,45.1293,15
169800,294.016,294.817,294.297,295.487,45.3154,15
169860,293.93,294.983,294.305,295.648,45.4981,15
169920,293.843,295.15,294.313,295.809,45.6773,15
169980,293.757,295.317,294.321,295.97,45.853,15
170040,293.67,295.483,294.328,296.131,46.0252,15
170100,293.583,295.65,294.335,296.292,46.194,15
170160,293.496,295.817,294.342,296.453,46.3592,15
170220,293.409,295.983,294.349,296.615,46.5209,15
170280,293.322,296.15,294.355,296.776,46.679,15
170340,293.235,296.317,294.361,296.937,46.8336,15
170400,293.147,296.483,294.366,297.098,46.9846,15
170460,293.06,296.65,294.371,297.259,47.1321,15
170520,292.973,296.817,294.376,297.42,47.2759,15
170580,292.886,296.983,294.381,297.581,47.4162,15
170640,292.799,297.15,294.386,297.742,47.5528,15
170700,292.712,297.317,294.39,297.903,47.6858,15
170760,292.625,297.483,294.394,298.064,47.8152,15
170820,292.538,297.65,294.397,298.226,47.941,15
170880,292.452,297.817,294.4,298.387,48.0631,15
170940,292.365,297.983,294.403,298.548,48.1815,15
171000,292.279,298.15,294.406,298.709,48.2963,15
171060,292.193,298.317,294.408,298.87,48.4074,15
171120,292.108,298.483,294.41,299.031,48.5148,15
171180,292.023,298.65,294.412,299.192,48.6185,15
171240,291.938,298.817,294.414,299.354,48.7185,15
171300,291.853,298.983,294.415,299.515,48.8148,15
171360,291.769,299.15,294.416,299.676,48.9074,15
171420,291.686,299.317,294.417,299.837,48.9962,15
171480,291.602,299.483,294.417,299.998,49.0814,15
171540,291.52,299.65,294.418,300.16,49.1627,15
171600,291.437,299.817,294.417,300.321,49.2404,15
171600,291.437,299.817,294.417,300.321,49.2404,15
171600,291.437,299.817,294.417,300.321,49.2404,15
171660,291.356,299.983,294.417,300.482,49.3143,12
171720,291.275,300.15,294.416,300.642,49.3844,9
171780,291.194,300.317,294.415,300.803,49.4508,6
171840,291.114,300.483,294.414,300.963,49.5134,3
171900,291.035,300.65,294.413,301.123,49.5722,0
171900,291.035,300.65,294.413,301.123,49.5722,-8.60E-07
171900,291.035,300.65,294.413,301.123,49.5722,0
171960,290.956,300.817,294.411,301.283,49.6273,0
172020,290.878,300.983,294.409,301.442,49.6786,0
172080,290.8,301.15,294.407,301.602,49.7261,0
172140,290.724,301.317,294.405,301.762,49.7698,0
172200,290.648,301.483,294.402,301.922,49.8097,0
172260,290.573,301.65,294.399,302.081,49.8459,0
172320,290.498,301.817,294.396,302.241,49.8782,0
172380,290.425,301.983,294.393,302.401,49.9067,0
172440,290.352,302.15,294.389,302.561,49.9315,0
172500,290.28,302.317,294.385,302.72,49.9524,0
172560,290.209,302.483,294.381,302.88,49.9695,0
172620,290.139,302.65,294.377,303.04,49.9829,0
172680,290.07,302.817,294.372,303.2,49.9924,0
172740,290.001,302.983,294.367,303.36,49.9981,0
172800,289.934,303.15,294.363,303.519,50,0
172800,289.934,293.15,294.363,293.881,50,0
172800,289.934,293.15,294.363,293.881,50,0
